id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
22770,Thompson,tube,13.79,1777.0,0.0334,7.8,7.8,591.0,2.6
29429,Thompson,tube,7.03,3458.0,0.0088,10.8,10.8,864.0,4.2
28619,,,13.79,2685.0,0.0537,5.6,15.2,,2.5
14958,Thompson,,13.79,2129.0,0.1692,,7.8,591.0,2.0
7223,Janssen,annulus,6.92,549.0,0.0254,12.7,38.1,737.0,4.4
12780,Thompson,,11.03,3391.0,0.0766,11.5,11.5,914.0,2.8
12541,Thompson,tube,10.34,3716.0,0.0005,,10.3,762.0,4.3
26058,Weatherhead,tube,13.79,,0.0001,7.7,7.7,,2.5
15176,Thompson,tube,6.96,4069.0,0.1004,,11.5,,2.5
6508,,annulus,15.51,3665.0,-0.0053,,15.2,2134.0,2.1
25597,,tube,6.93,4066.0,0.1628,10.8,10.8,1727.0,2.5
15449,,tube,7.03,1899.0,0.0902,,10.8,432.0,4.6
24816,Thompson,tube,6.89,3811.0,0.0404,12.8,12.8,1930.0,3.4
21653,Thompson,,,2021.0,0.1212,10.8,10.8,,4.6
10790,Richenderfer,plate,0.2,1000.0,0.0028,,120.0,,4.5
21572,Thompson,tube,13.79,7853.0,-0.1441,4.7,,318.0,7.3
5076,Kossolapov,plate,0.51,882.0,-0.0102,15.0,120.0,10.0,4.2
14921,Peskov,tube,10.0,4750.0,-0.0465,,10.0,,4.4
31043,Janssen,,6.92,1533.0,0.1857,,22.3,2591.0,2.8
7406,Peskov,tube,10.0,5361.0,-0.0178,,,,4.1
6770,Janssen,annulus,6.89,3052.0,0.0032,8.5,24.6,1778.0,3.9
25514,Thompson,tube,3.45,5588.0,0.0049,10.3,10.3,,4.2
18446,Thompson,,17.24,2184.0,-0.0434,,1.9,152.0,5.3
3048,Thompson,tube,6.89,3838.0,0.0049,,10.8,864.0,3.2
8920,Thompson,tube,17.24,2197.0,-0.1205,1.9,1.9,696.0,2.3
23051,Thompson,tube,10.34,7893.0,-0.0825,10.3,,,8.0
20107,Thompson,tube,15.51,2089.0,-0.0395,1.9,1.9,152.0,3.2
7157,Thompson,tube,13.79,5181.0,-0.3476,3.6,3.6,76.0,6.4
16340,Thompson,,6.86,2034.0,-0.0434,10.8,10.8,216.0,7.0
5386,,annulus,13.79,3679.0,0.0707,5.6,15.2,2134.0,2.3
26619,Thompson,tube,13.79,1351.0,0.1323,7.7,7.7,457.0,2.2
22555,Thompson,tube,10.34,3838.0,-0.0833,10.3,,762.0,3.8
8911,,tube,13.79,2563.0,-0.1023,7.7,7.7,,4.5
14692,Weatherhead,tube,13.79,689.0,0.0196,11.1,11.1,457.0,1.0
27409,Richenderfer,plate,0.51,1500.0,-0.0071,,120.0,,7.9
19084,Thompson,tube,,4882.0,0.1508,10.3,10.3,762.0,4.3
22630,Beus,annulus,11.03,3665.0,-0.0237,5.6,,,4.0
12168,Thompson,tube,13.79,1296.0,0.0839,7.8,7.8,591.0,2.5
597,Mortimore,,11.03,2693.0,0.1331,5.0,13.3,2134.0,1.9
566,Beus,,11.03,1355.0,0.0638,5.6,15.2,2134.0,1.6
12974,Janssen,,6.72,1614.0,0.1894,8.5,22.3,2591.0,2.2
10837,Janssen,annulus,8.27,1519.0,0.0145,12.7,42.3,1778.0,3.3
15433,Thompson,,3.9,4056.0,0.0221,10.8,10.8,864.0,3.3
26872,Thompson,tube,13.79,6198.0,0.0827,,4.7,318.0,6.6
30371,Thompson,tube,3.9,4136.0,-0.0975,10.8,10.8,432.0,10.8
20558,Janssen,annulus,6.87,381.0,-0.0187,12.7,,1778.0,5.1
10357,Thompson,tube,6.89,,-0.0416,10.3,10.3,762.0,3.8
10397,Thompson,tube,13.79,5574.0,0.0674,4.7,4.7,305.0,2.6
30254,,tube,10.34,3648.0,-0.0378,10.3,10.3,,3.0
6203,Thompson,tube,6.89,816.0,-0.0603,8.0,8.0,610.0,2.1
30878,,tube,,,0.1144,12.8,12.8,,2.4
20238,Thompson,tube,3.76,678.0,0.0102,4.6,4.6,,4.5
12525,Janssen,annulus,6.89,5615.0,0.0145,6.4,,914.0,2.2
3291,,tube,13.79,913.0,0.0808,7.7,7.7,,2.7
1505,Thompson,tube,3.45,3825.0,0.0051,10.3,,,4.5
7636,Williams,,15.17,2722.0,0.1512,9.5,,1836.0,2.6
28706,Thompson,,,4069.0,0.0803,10.8,10.8,432.0,3.6
13,Peskov,tube,12.0,2794.0,-0.0297,10.0,,1650.0,2.9
15104,Thompson,tube,13.79,3458.0,-0.082,,4.7,318.0,5.0
27173,Thompson,,13.79,,0.0788,7.8,7.8,591.0,2.4
7150,Thompson,,10.38,1302.0,0.1312,4.6,4.6,229.0,3.4
24826,Thompson,tube,,,0.007,,3.6,76.0,3.5
8495,Beus,annulus,13.79,1349.0,0.0253,5.6,15.2,2134.0,2.3
18968,Thompson,tube,6.93,4066.0,0.0459,10.8,,,2.9
29364,Beus,annulus,11.03,3665.0,-0.0622,5.6,15.2,2134.0,3.8
2368,,tube,13.79,1872.0,0.1517,4.7,4.7,318.0,2.3
25836,Janssen,annulus,6.89,5520.0,-0.0404,,38.1,,9.3
4144,Thompson,,13.79,4259.0,0.0073,4.7,4.7,318.0,2.2
19751,Williams,tube,,1335.0,-0.0134,,,1836.0,2.5
7923,Thompson,tube,13.79,2672.0,-0.0222,7.7,7.7,457.0,3.6
10910,Thompson,,6.86,1858.0,0.0005,10.8,10.8,216.0,5.9
22168,,annulus,13.79,1355.0,0.0707,5.6,15.2,2134.0,1.5
8993,Thompson,,10.34,5832.0,-0.0229,10.3,10.3,,5.0
30029,,tube,,2021.0,-0.044,10.8,10.8,864.0,4.8
7192,Thompson,tube,6.89,6212.0,-0.0289,10.3,10.3,762.0,7.9
7388,Thompson,tube,13.79,658.0,-0.1331,7.7,7.7,457.0,9.3
809,Beus,tube,15.51,2710.0,0.1431,5.6,15.2,2134.0,1.1
11155,Beus,annulus,15.51,1364.0,0.0027,5.6,15.2,2134.0,2.9
28527,Beus,annulus,15.51,2730.0,0.0253,5.6,,2134.0,2.3
5523,Janssen,annulus,9.68,388.0,0.0102,12.7,42.3,1778.0,8.0
20391,Thompson,tube,3.45,5221.0,0.0884,10.3,10.3,762.0,5.7
13922,Thompson,tube,13.79,4109.0,0.0003,4.7,4.7,305.0,3.2
1002,Weatherhead,tube,13.79,1994.0,0.0854,,,457.0,1.8
16509,Thompson,tube,3.9,4055.0,0.0621,10.8,10.8,864.0,2.2
16437,Beus,annulus,8.27,,0.1848,5.6,15.2,2134.0,1.6
2025,Thompson,tube,12.07,4042.0,-0.0416,10.3,10.3,762.0,5.0
19900,Thompson,tube,13.79,1302.0,0.0804,7.8,7.8,591.0,2.2
10597,Thompson,tube,,3472.0,-0.12,1.9,1.9,152.0,4.7
12909,Janssen,annulus,6.89,5642.0,0.1064,12.7,,737.0,4.6
28466,Thompson,,6.89,6049.0,-0.06,,10.3,762.0,6.5
4950,Weatherhead,tube,13.79,2007.0,0.1585,11.1,11.1,457.0,1.9
11996,Thompson,tube,13.79,3648.0,-0.0943,4.7,4.7,318.0,3.2
17718,Thompson,tube,10.34,7880.0,-0.0172,10.3,10.3,762.0,4.0
14290,Beus,annulus,15.51,3669.0,0.107,5.6,15.2,,1.8
29733,Thompson,tube,,6400.0,-0.0329,1.9,1.9,,7.3
30811,Thompson,tube,11.0,4069.0,0.0849,,11.5,1524.0,2.8
8401,,annulus,13.79,1221.0,0.1946,,15.2,2134.0,1.4
29432,Thompson,tube,13.79,2116.0,0.0839,,,591.0,3.9
26331,Thompson,tube,10.34,,-0.1221,10.3,10.3,762.0,6.6
9229,Thompson,tube,13.79,4069.0,-0.0515,1.9,1.9,,4.9
23516,Thompson,tube,6.83,4062.0,0.0839,10.8,10.8,1727.0,4.6
17530,,annulus,,,0.0109,12.7,,1778.0,6.6
20670,,,,2741.0,-0.1146,6.4,15.9,914.0,2.7
16477,Janssen,annulus,6.89,2807.0,0.0672,6.4,15.9,914.0,2.6
30646,Thompson,,13.79,1641.0,0.0892,7.8,7.8,591.0,2.2
7312,,annulus,8.27,1249.0,0.1869,5.0,13.3,2134.0,2.1
2771,Janssen,,6.89,,0.0145,4.6,11.3,1778.0,2.5
19417,Thompson,tube,13.79,,0.0798,4.7,4.7,318.0,2.6
31430,Thompson,tube,,1492.0,0.0484,7.7,7.7,457.0,2.7
3139,,tube,,4964.0,-0.1261,,4.7,318.0,6.7
24638,Thompson,tube,18.96,2767.0,0.0091,1.9,1.9,152.0,3.2
20067,Thompson,tube,13.79,1085.0,-0.0331,4.7,,318.0,4.8
7497,Thompson,tube,6.83,4066.0,0.0863,,10.8,1727.0,2.5
25842,Janssen,annulus,6.89,,0.0374,,11.3,1778.0,2.7
1233,Thompson,,3.45,3960.0,-0.0591,10.3,,762.0,7.4
2286,Peskov,tube,,,-0.0472,10.0,10.0,890.0,2.2
1813,Beus,,15.51,3669.0,0.0907,5.6,15.2,2134.0,3.4
753,Thompson,tube,,2550.0,0.0635,,11.1,457.0,2.7
21941,Richenderfer,plate,0.1,1500.0,-0.0865,15.0,120.0,10.0,5.2
15198,Thompson,tube,10.0,2000.0,-0.0297,,10.0,,3.2
9745,Weatherhead,tube,13.79,694.0,-0.3201,7.7,7.7,,3.8
28985,Williams,tube,13.79,,0.0147,9.5,9.5,1836.0,2.3
15125,Thompson,tube,,1682.0,0.0682,7.7,7.7,,2.0
14273,Thompson,tube,13.79,1221.0,0.1584,7.8,7.8,591.0,2.3
19614,,tube,6.89,,-0.0375,10.3,10.3,794.0,6.8
5511,,annulus,,553.0,0.1005,12.7,38.1,737.0,2.1
31017,Thompson,tube,6.89,1682.0,0.0028,8.0,,,3.0
7072,Thompson,,7.03,,0.0423,10.8,,864.0,4.0
30790,Janssen,annulus,15.51,1533.0,0.2072,8.5,,1778.0,2.2
17541,,tube,15.51,3024.0,-0.0545,1.9,1.9,,3.6
23113,Beus,annulus,11.03,1354.0,-0.0135,5.6,,,2.4
30661,,tube,13.79,5262.0,0.0141,5.7,5.7,625.0,2.6
7890,,,10.34,,-0.0556,10.3,10.3,762.0,5.0
28777,Beus,annulus,15.51,1360.0,0.1743,5.6,15.2,2134.0,2.1
9828,Thompson,tube,13.79,705.0,-0.0276,7.7,7.7,457.0,3.4
2710,Thompson,tube,13.79,,0.0465,7.8,7.8,591.0,3.0
29595,Thompson,tube,3.86,4056.0,0.0117,10.8,10.8,864.0,4.5
4675,,tube,3.69,4136.0,0.0049,10.8,10.8,432.0,4.8
1983,Thompson,tube,,1763.0,0.1959,10.8,10.8,432.0,3.6
6434,Thompson,tube,6.89,1356.0,-0.0969,23.6,23.6,610.0,6.8
11172,Thompson,tube,13.79,,-0.1756,5.7,5.7,625.0,3.3
12949,Thompson,tube,10.34,4042.0,-0.0482,10.3,,762.0,5.6
30882,Williams,tube,15.17,,0.0637,9.5,9.5,1836.0,1.6
14277,Thompson,tube,15.51,2061.0,-0.0331,1.9,1.9,152.0,4.4
20606,Thompson,tube,18.96,2862.0,-0.0512,,1.9,152.0,4.5
26729,,tube,18.96,3648.0,-0.0878,1.9,1.9,,3.9
28428,Peskov,tube,10.0,4750.0,0.0091,10.0,10.0,660.0,3.2
9420,Thompson,tube,,4048.0,0.0003,10.8,10.8,1727.0,4.6
26221,Thompson,tube,13.79,2116.0,0.0788,7.8,7.8,591.0,3.8
20852,Thompson,tube,15.51,2197.0,-0.0715,1.9,1.9,,2.6
2305,Thompson,,11.07,4055.0,0.0442,11.5,11.5,914.0,2.8
17226,Thompson,,13.79,4136.0,-0.0296,1.9,,152.0,4.0
17263,Thompson,tube,13.79,4109.0,-0.0266,,1.9,152.0,4.8
10517,,,13.79,1383.0,0.1714,7.8,,591.0,2.4
3788,Thompson,tube,3.45,5696.0,0.0129,10.3,10.3,762.0,5.8
25876,Thompson,tube,13.79,7975.0,-0.3811,,,318.0,5.8
22943,Thompson,tube,3.45,5859.0,0.0051,10.3,10.3,,5.4
10036,Janssen,annulus,6.89,2319.0,0.067,12.7,38.1,914.0,3.3
7208,,plate,0.51,2000.0,-0.0416,,120.0,10.0,5.8
10143,Kossolapov,plate,0.1,340.0,-0.1392,15.0,120.0,,8.1
6463,Thompson,,6.89,2712.0,-0.0101,23.6,23.6,610.0,4.0
13306,Thompson,tube,6.86,707.0,0.0043,10.8,10.8,432.0,4.2
7940,Weatherhead,tube,13.79,,0.0971,11.1,11.1,457.0,1.5
13937,Thompson,,,6512.0,-0.1209,10.3,10.3,762.0,6.7
7049,Thompson,tube,,6144.0,-0.2001,4.7,,318.0,14.7
16735,Thompson,tube,10.34,7690.0,-0.0071,10.3,10.3,762.0,4.5
27666,Thompson,tube,6.89,4056.0,0.0049,10.8,10.8,864.0,4.2
1582,Thompson,tube,,1899.0,0.0117,,10.8,432.0,3.5
1732,Thompson,tube,13.79,4136.0,0.0863,,4.6,,3.8
29811,Thompson,tube,6.89,,-0.0289,10.3,10.3,794.0,3.6
11405,,tube,,,-0.1199,3.0,3.0,150.0,1.5
16670,Thompson,tube,12.07,2373.0,-0.0444,1.9,1.9,152.0,4.3
6688,Peskov,tube,10.0,4750.0,-0.1488,10.0,10.0,660.0,5.0
12403,Beus,annulus,13.79,1355.0,0.1926,5.6,15.2,2134.0,2.7
8177,Thompson,tube,,4069.0,0.1131,,,432.0,3.3
28576,Thompson,tube,13.79,1899.0,-0.0863,4.7,,318.0,3.8
25515,Thompson,tube,6.89,3580.0,0.1798,5.6,,432.0,3.4
3736,Weatherhead,tube,13.79,5361.0,-0.0224,11.1,11.1,457.0,3.5
6504,Thompson,tube,18.27,1614.0,-0.1046,3.0,3.0,150.0,1.3
6220,Peskov,tube,16.0,2200.0,0.0323,10.0,10.0,893.0,2.2
31294,Thompson,,15.51,3038.0,-0.0686,1.9,,152.0,4.3
25035,,annulus,13.79,,-0.1212,,13.3,893.0,5.2
20792,Thompson,tube,6.86,4069.0,0.0117,5.6,5.6,432.0,4.5
21685,,tube,13.79,1260.0,0.1702,7.8,7.8,591.0,2.3
10701,Weatherhead,tube,,1354.0,0.0249,7.7,7.7,457.0,2.9
1055,Thompson,tube,17.24,2848.0,-0.0595,,1.9,152.0,3.4
26484,,tube,6.89,7432.0,-0.0047,10.3,10.3,762.0,3.8
30924,Thompson,tube,12.07,3472.0,-0.0331,1.9,,152.0,3.7
21188,Mortimore,annulus,0.1,1370.0,-0.0134,5.0,13.3,2134.0,4.3
13112,Beus,annulus,15.51,3998.0,0.0101,5.6,15.2,2134.0,5.5
21513,Janssen,annulus,6.92,1519.0,0.1671,,96.3,1778.0,2.2
18164,Weatherhead,tube,13.79,1329.0,0.1867,11.1,11.1,,1.4
20282,Mortimore,annulus,8.27,2731.0,0.1274,5.0,,2134.0,1.8
4347,Thompson,,,4096.0,0.1031,4.6,4.6,295.0,2.7
21744,Weatherhead,,,1383.0,0.0876,7.7,7.7,457.0,2.2
15704,Thompson,tube,6.89,1356.0,-0.0415,23.6,,610.0,4.0
8400,,,13.79,1316.0,0.0441,4.7,4.7,,0.9
30019,Thompson,tube,6.89,4055.0,0.12,10.8,10.8,864.0,2.3
5107,Thompson,tube,6.89,1926.0,0.0606,23.6,23.6,610.0,2.7
18012,Mortimore,,11.03,2726.0,0.0446,5.0,,2134.0,2.9
10976,Thompson,tube,13.79,1383.0,-0.0991,,7.7,,3.0
3201,Thompson,tube,12.07,3920.0,-0.0547,1.9,1.9,152.0,3.8
7610,Janssen,annulus,6.96,388.0,0.0063,22.2,96.3,1778.0,10.6
7561,Thompson,tube,,4964.0,0.0656,4.7,4.7,318.0,2.9
26783,Thompson,tube,,2794.0,0.0684,4.7,4.7,305.0,1.9
30501,,,13.79,1682.0,0.0876,7.7,7.7,457.0,0.9
26118,Thompson,tube,13.79,888.0,-0.1339,7.8,,591.0,2.6
23935,Thompson,tube,6.89,2767.0,0.0027,12.8,12.8,1930.0,2.7
28582,,tube,13.79,4096.0,-0.0105,9.5,9.5,1836.0,5.4
21708,Janssen,annulus,,1519.0,0.0642,,42.3,2743.0,2.0
4420,Thompson,tube,6.72,4069.0,0.0601,10.8,10.8,864.0,2.8
28172,Thompson,tube,13.79,1492.0,0.009,,,591.0,2.7
8910,Thompson,tube,13.79,2116.0,0.0854,7.8,7.8,591.0,3.0
17462,,,15.51,2102.0,-0.0715,1.9,1.9,696.0,3.3
1096,Thompson,,13.79,2645.0,0.0145,7.7,7.7,457.0,2.5
11310,Thompson,tube,,2740.0,-0.1977,1.9,1.9,152.0,3.9
11239,,tube,18.96,,-0.0965,3.0,,,1.9
607,Thompson,,13.79,1313.0,-0.0053,5.7,5.7,625.0,2.1
16994,Beus,annulus,15.51,1356.0,0.1219,5.6,15.2,2134.0,1.8
8543,Richenderfer,plate,0.1,1000.0,-0.0053,15.0,120.0,10.0,6.6
25686,,tube,6.89,673.0,-0.1208,23.6,,610.0,6.7
4852,Thompson,tube,18.27,816.0,-0.0886,,3.0,150.0,1.5
30330,,tube,6.89,,-0.0259,,10.3,762.0,5.8
13141,Weatherhead,tube,13.79,1356.0,0.1818,,11.1,457.0,1.6
617,Thompson,tube,3.45,5967.0,0.0045,10.3,,762.0,4.8
16888,Janssen,annulus,6.89,2319.0,0.0085,,38.1,,3.1
14623,Thompson,tube,18.96,2075.0,-0.1334,1.9,,152.0,3.5
22839,,,13.79,,0.099,11.1,11.1,457.0,1.8
24278,Thompson,tube,13.79,821.0,0.0926,7.8,,591.0,2.2
3100,Janssen,annulus,6.89,5588.0,0.0823,6.4,15.9,,3.9
18184,Thompson,tube,15.51,2997.0,0.0409,1.9,1.9,152.0,1.4
5007,,,16.0,4200.0,-0.0514,,10.0,890.0,3.5
8517,,tube,13.79,3404.0,0.0758,4.7,4.7,,5.4
30543,Thompson,tube,13.79,2753.0,0.1225,4.7,,318.0,2.1
15900,Thompson,tube,,4123.0,-0.0431,10.8,10.8,432.0,4.2
30956,Thompson,tube,13.79,1980.0,0.137,7.7,7.7,457.0,2.2
26040,Thompson,,13.79,1356.0,-0.0111,7.7,7.7,457.0,2.7
5822,Weatherhead,,13.79,1844.0,-0.0916,11.1,11.1,457.0,5.6
20138,Thompson,tube,10.34,3784.0,-0.0595,10.3,10.3,762.0,6.8
8247,Peskov,tube,10.0,2439.0,-0.0465,10.0,10.0,,4.0
11921,Thompson,,3.45,,0.1228,10.3,10.3,762.0,1.2
8023,Weatherhead,tube,13.79,1344.0,0.1698,11.1,11.1,457.0,1.5
4088,Thompson,tube,,5940.0,-0.0953,,,762.0,3.5
7528,Thompson,tube,3.9,,0.0823,,10.8,432.0,4.0
5960,Janssen,annulus,6.92,1614.0,-0.0627,,22.3,2591.0,3.2
3633,Thompson,tube,6.86,4069.0,0.0157,10.8,10.8,864.0,4.9
17856,Thompson,tube,18.96,,-0.3826,1.9,1.9,152.0,4.6
10189,,,,3998.0,-0.0442,1.9,1.9,696.0,14.7
26951,Thompson,tube,13.79,2401.0,-0.0195,1.9,1.9,152.0,5.9
1275,Thompson,tube,12.07,5642.0,-0.0477,1.9,1.9,152.0,6.7
24381,Peskov,tube,13.79,6212.0,-0.0218,4.7,4.7,318.0,5.9
8731,Thompson,tube,6.89,,0.1203,10.3,,762.0,2.3
28655,Thompson,tube,13.79,,-0.3247,4.7,4.7,318.0,4.0
6864,Thompson,tube,12.07,3920.0,-0.0404,,1.9,696.0,3.2
24404,Richenderfer,,0.1,1000.0,-0.0417,15.0,120.0,10.0,8.1
14227,Janssen,annulus,6.89,385.0,0.1975,8.5,24.6,,2.0
13735,Peskov,tube,10.0,5361.0,-0.1184,10.0,10.0,565.0,5.9
14635,Janssen,annulus,6.89,5588.0,0.0536,6.4,15.9,914.0,2.5
3715,Thompson,tube,6.89,5479.0,-0.0101,23.6,23.6,1972.0,3.5
17837,Beus,annulus,15.51,,0.0253,,15.2,2134.0,4.1
11026,Thompson,tube,6.89,6117.0,-0.0614,10.3,10.3,,6.0
4246,Thompson,tube,,,0.0903,,10.8,432.0,3.3
21010,Thompson,tube,18.27,842.0,0.0334,3.0,,150.0,1.8
8736,Thompson,tube,7.0,1858.0,0.0886,10.8,10.8,864.0,4.3
6637,Janssen,annulus,6.92,1505.0,0.0709,4.6,11.3,,3.6
3703,Thompson,tube,13.79,3784.0,-0.0331,1.9,1.9,152.0,5.3
15599,Beus,annulus,13.79,2710.0,0.0238,5.6,,2134.0,2.3
16701,Peskov,tube,16.0,2875.0,-0.0514,10.0,10.0,1650.0,3.8
19786,Janssen,annulus,6.92,2278.0,-0.0198,8.5,24.6,1778.0,3.1
27645,Thompson,tube,11.0,4069.0,0.1212,11.5,11.5,1524.0,2.6
19861,Mortimore,annulus,,,-0.1184,5.0,13.3,2134.0,3.1
16950,Beus,annulus,13.79,2731.0,0.087,5.6,15.2,2134.0,1.9
14058,Williams,tube,,,0.1533,9.5,9.5,1836.0,1.8
28526,Thompson,tube,6.89,3784.0,0.0335,12.8,,1930.0,2.3
10813,Thompson,tube,,5384.0,0.0533,,4.7,318.0,3.4
19846,Thompson,tube,13.79,,0.0854,7.7,,457.0,1.8
5199,Thompson,tube,15.51,2875.0,-0.0303,1.9,1.9,152.0,3.4
2497,Thompson,tube,6.9,4048.0,0.0179,,10.8,,4.3
30766,Thompson,tube,6.96,4069.0,0.0369,11.5,11.5,2007.0,2.0
29093,,tube,12.07,3146.0,-0.0238,1.9,1.9,,1.8
12100,,tube,13.79,1354.0,0.1786,7.7,7.7,457.0,2.6
22583,Thompson,tube,6.89,7514.0,-0.112,37.5,37.5,1953.0,5.7
25321,Janssen,,6.92,3092.0,0.057,8.5,24.6,,1.1
14388,,tube,13.79,,-0.0101,11.1,11.1,457.0,2.0
30485,Weatherhead,tube,13.79,693.0,-0.0111,11.1,11.1,457.0,3.3
20171,Weatherhead,tube,13.79,1339.0,-0.0111,7.7,7.7,457.0,2.6
4968,Janssen,annulus,9.68,1519.0,0.1353,12.7,,1778.0,3.1
19701,Beus,annulus,11.03,3665.0,-0.0185,5.6,,2134.0,3.1
24230,Thompson,,13.79,4787.0,-0.0198,4.7,4.7,318.0,6.8
19101,Thompson,tube,6.89,7784.0,-0.0596,10.3,,762.0,6.2
29878,Thompson,,10.34,6971.0,-0.0483,10.3,10.3,762.0,4.5
25287,Peskov,tube,12.0,2439.0,-0.0472,10.0,,1650.0,2.7
7801,Thompson,tube,10.34,4842.0,-0.1146,10.3,10.3,,9.3
11618,Thompson,tube,6.89,1317.0,0.099,37.5,37.5,1953.0,2.5
20022,Thompson,tube,,4069.0,0.0656,11.5,11.5,1727.0,3.8
25222,Beus,tube,13.79,2061.0,0.1936,5.6,15.2,2134.0,2.4
1605,Thompson,tube,13.79,1383.0,-0.1209,4.7,4.7,318.0,4.4
26917,Thompson,tube,13.79,5601.0,-0.0415,1.9,1.9,152.0,5.9
13730,,annulus,9.51,1519.0,-0.0022,12.7,,1778.0,3.4
2892,Janssen,annulus,6.89,5913.0,-0.0037,,38.1,914.0,3.6
1705,Richenderfer,,0.1,1000.0,-0.0512,15.0,120.0,10.0,6.9
28653,Janssen,annulus,6.89,,0.0945,8.5,22.3,1829.0,4.4
8850,,annulus,6.89,3052.0,0.1106,22.2,,1778.0,2.7
12369,Thompson,tube,,,0.0081,7.7,7.7,457.0,2.7
21301,,tube,11.03,2034.0,0.0568,9.3,9.3,,3.0
7708,,tube,13.79,1370.0,-0.1209,7.7,7.7,457.0,2.6
21046,Janssen,annulus,9.65,5561.0,0.0412,6.4,15.9,914.0,3.4
25695,Thompson,tube,13.79,2373.0,0.0902,7.8,7.8,591.0,1.0
12373,Janssen,annulus,6.89,2292.0,0.2047,12.7,42.3,2743.0,2.0
31232,Thompson,tube,11.0,4069.0,0.0577,11.5,11.5,1143.0,2.3
31546,Thompson,tube,12.07,1533.0,-0.0594,,1.9,696.0,2.2
25395,,tube,15.51,2929.0,0.0001,1.9,1.9,152.0,4.7
6656,Thompson,tube,10.34,4774.0,-0.1437,10.3,10.3,762.0,4.5
10141,Janssen,annulus,6.89,1546.0,0.1234,12.7,42.3,2743.0,3.1
11901,Janssen,annulus,6.89,2767.0,0.0193,12.7,38.1,914.0,3.1
10550,Thompson,,0.91,5249.0,-0.0102,1.0,1.0,152.0,5.1
10392,Weatherhead,tube,13.79,,-0.3201,7.7,7.7,457.0,1.5
22686,Thompson,,10.34,3906.0,-0.0682,10.3,10.3,,5.9
6177,Thompson,tube,6.72,2034.0,-0.0415,10.8,10.8,432.0,5.0
1308,,tube,6.89,3797.0,-0.0166,23.6,23.6,610.0,4.3
24437,Weatherhead,tube,13.79,1994.0,0.1629,11.1,11.1,457.0,1.8
23837,Williams,tube,13.79,4096.0,0.0997,9.5,9.5,1836.0,2.5
4543,Janssen,annulus,6.89,2807.0,0.1641,6.4,15.9,914.0,2.2
29049,,tube,,2034.0,-0.0518,7.7,,457.0,2.1
21812,,tube,13.79,705.0,0.0929,7.7,,457.0,1.3
22878,Thompson,tube,,7215.0,-0.0101,23.6,23.6,1972.0,4.9
3720,Thompson,,6.89,3716.0,-0.034,23.6,,610.0,4.3
22895,Peskov,tube,10.0,4750.0,-0.0565,10.0,10.0,660.0,5.1
30150,Thompson,tube,,6049.0,-0.0639,,10.3,762.0,6.5
7114,Thompson,tube,6.89,3513.0,0.1891,3.0,3.0,35.0,2.0
14768,Thompson,tube,3.9,4056.0,0.0816,10.8,10.8,864.0,4.6
26160,Thompson,tube,3.45,3838.0,0.0051,10.8,10.8,762.0,4.2
25311,,tube,10.34,,-0.0997,10.3,10.3,762.0,6.4
30023,,tube,12.0,4986.0,-0.068,10.0,10.0,565.0,2.8
30602,Thompson,,6.79,4001.0,-0.0482,10.8,10.8,432.0,5.6
1279,Thompson,,7.14,,0.0005,,10.8,432.0,3.4
16422,Janssen,annulus,6.92,2292.0,0.0886,12.7,42.3,2743.0,2.3
19620,Thompson,tube,6.89,2740.0,-0.0027,23.6,23.6,610.0,4.0
20015,Beus,annulus,11.03,2729.0,0.1396,5.6,15.2,2134.0,2.1
16309,Thompson,tube,6.89,,0.0613,,23.6,,2.9
6693,Weatherhead,tube,13.79,1356.0,-0.0766,11.1,11.1,,2.0
12164,Janssen,,,833.0,0.0515,22.2,96.3,1778.0,2.7
9933,Thompson,tube,13.79,1351.0,-0.0487,7.7,7.7,457.0,3.3
18008,,tube,0.1,5750.0,0.0028,1.0,1.0,25.0,7.7
3536,Thompson,tube,10.34,7866.0,-0.1688,,10.3,762.0,10.9
7118,,tube,6.83,4123.0,0.0379,10.8,10.8,432.0,3.4
18425,,tube,15.51,2102.0,-0.0431,1.9,1.9,152.0,5.5
28812,Thompson,tube,13.79,3797.0,0.0292,11.5,11.5,1143.0,3.8
12999,Thompson,,,5696.0,0.0206,,,762.0,5.9
15911,,,6.89,5547.0,0.1167,12.7,38.1,914.0,2.5
27176,Thompson,tube,17.24,,-0.1339,1.9,,,4.4
8904,Thompson,tube,6.89,3811.0,0.0433,12.8,,1930.0,4.0
25258,Thompson,,6.89,,-0.0298,8.0,8.0,610.0,5.1
28607,Thompson,,6.79,4001.0,0.0117,10.8,,432.0,4.2
8620,,tube,18.96,1364.0,-0.0916,5.6,5.6,2134.0,1.8
10732,Peskov,tube,18.0,,0.0344,10.0,10.0,1650.0,1.7
10952,Thompson,,13.79,903.0,-0.1212,4.7,4.7,318.0,2.5
18747,Thompson,tube,13.79,6144.0,0.0001,4.7,4.7,318.0,13.3
11272,Thompson,tube,3.69,4123.0,-0.0833,10.8,10.8,432.0,4.9
12055,,tube,13.79,,0.001,7.8,7.8,591.0,4.0
1176,Thompson,tube,7.34,3784.0,-0.0188,10.8,10.8,216.0,7.9
18320,Thompson,,6.89,,0.1407,10.8,10.8,864.0,4.8
